Target
8.898159413
7.63018048
7.875893255
8.814212165
9.870254618
9.49681599
9.084913381
9.04426442
8.983765577
10.1435857
10.00145724
9.467320817
9.463371546
9.119626474
9.397534051
9.102201597
9.056272534
9.175832829
8.202238179
8.618329535
8.599974278
8.265436112
8.439001845
8.013354258
10.04299584
7.44153277
8.6084466
5.674858773
5.713522936
8.266213385
8.762488876
7.295742643
9.431224039
6.996810087
8.552177598
8.902092342
9.986755506
6.744480631
8.993253634
5.06593237
6.21051375
0.780194809
1.276433802
0.700297958
1.547041522
1.419401602
2.57134456
3.856596624
1.067834862
1.739072554
2.476038602
1.658566893
1.10245614
1.078843674
1.727848563
1.614448395
2.502995269
1.400764186
1.813550604
3.754785851
5.32370637
3.433834718
4.77131986
1.35840779
2.084084128
1.990847026
2.740094652
5.05593202
2.240965765
5.66331927
2.112593236
5.776446992
10.69480698
2.749040746
3.185473848
2.459676959
2.21290383
1.734946516
5.410372613
3.516492707
3.490166608
3.453516718
3.520874972
2.140482578
2.80569386
2.274919554
1.59669742
2.026040553
1.542251163
2.098413456
1.726612698
2.127097161
1.651649179
2.018537324
2.147111635
2.393714964
